,emotion,plutchik,selection0,selection1,label
5865,['none'],['none'],"By time they came in, the shakes were almost melted.",A watch lay on a table in a bar.,1
5866,"['pained', 'sore', 'surprised', 'none']","['pained', 'sore', 'surprised', 'none']",Sam is a very great baseball player.,Suddenly he felt a sharp pinch.,1
5867,"['Disappointment', 'deceptive', 'kind', 'pretension', 'faking', 'embarassed', 'loved']","['Disappointment', 'deceptive', 'kind', 'pretension', 'faking', 'embarassed', 'loved']",They had planned a full day of activities in the morning.,"She didn't like it at all, but she pretended she did.",1
5868,"['proud', 'anxious', 'supportive', 'stressed', 'loved', 'encouraged', 'supported', 'confident']","['proud', 'anxious', 'supportive', 'stressed', 'loved', 'encouraged', 'supported', 'confident']",Meisha's husband encouraged her and practiced with her everyday.,Donny declined and remained depressed about it.,0
5869,"['hungry', 'happy', 'sociable', 'Accepted', 'sharing box of food']","['hungry', 'happy', 'sociable', 'Accepted', 'sharing box of food']",I used my cell phone to check the coupons in my account.,Francine and Bailey sat at the lunch table together.,1
5870,"['proud', 'accomplished', 'appreciated']","['proud', 'accomplished', 'appreciated']",After a few hours his mom came in his room and woke him up.,He ended up doing an excellent job and received a $2 raise.,1
5871,"['sick', 'completely miserable', 'sad', 'sympathetic']","['sick', 'completely miserable', 'sad', 'sympathetic']",Tom hadn't noticed it before that night.,His brother had to stay at the hospital due to his illness.,1
5872,['none'],['none'],Every Sunday I get pizza.,She got a job at a nearby farm.,0
5873,"['none', 'scared', 'nervous', 'fearful']","['none', 'scared', 'nervous', 'fearful']",She decided to quit her job and move away from Chile.,Scott was scared of shots.,1
5874,"['productive', 'calm']","['productive', 'calm']","He stood and it all came together, he was riding the wave.",Allan has ideas.,1
5875,['none'],['none'],"Shortly after, everyone in the bar joined her on the floor.",Nick is driving.,1
5876,"['ashamed.', 'nostaligic', 'regretful', 'none']","['ashamed.', 'nostaligic', 'regretful', 'none']",She grew impatient when she was not called to see the doctor.,When i was in high school i was to lazy to do assignments.,1
5877,"['surprise', 'nervous', 'positive', 'none', 'annoyed', 'content', 'satisfied', 'accomplished']","['surprise', 'nervous', 'positive', 'none', 'annoyed', 'content', 'satisfied', 'accomplished']",A cop stopped me and asked if I had a permit.,Productivity really shot up because of it.,0
5878,"['happy', 'accopmlished', 'proud']","['happy', 'accopmlished', 'proud']",Then Paul argued with the owner.,Brenda has a long successful career as a speech teacher.,1
5879,"['none', 'helpful', 'useful']","['none', 'helpful', 'useful']","Seeing that it closed late, the group got into a car and drove there.",I called the police and they came to investigate.,0
5880,"['none', 'arrogant', 'confident', 'happy']","['none', 'arrogant', 'confident', 'happy']","The new bus had fresh ice cold water, the family drank some quickly.",He had all the cards in the game.,1
5881,"['none', 'good', 'sad', 'responsible', 'Warned', 'Understanding', 'regretful']","['none', 'good', 'sad', 'responsible', 'Warned', 'Understanding', 'regretful']",I finally got my PHD.,Jeff now understands the value of keeping a charged phone.,1
5882,"['sadness', 'sad']","['sadness', 'sad']",Carla heard a resident was moving out a first floor apartment.,He said cruel things to me.,1
5883,['none'],['none'],He developed diabetes a few months ago.,Her friends feel sorry for her.,1
5884,"['frustrated', 'upset', 'sad']","['frustrated', 'upset', 'sad']",Anna hated that summer was over.,Her mom said she couldn't leave until she ate her peas.,0
5885,"['annoyed', 'ashamed', 'demoralized', 'angry', 'jealous', 'Infuriated', 'mad', 'none']","['annoyed', 'ashamed', 'demoralized', 'angry', 'jealous', 'Infuriated', 'mad', 'none']",She had a boyfriend that didn't appreciate it.,Now he's president of his high school's chess club.,0
5886,"['anticipation', 'capable', 'satisfied']","['anticipation', 'capable', 'satisfied']",Anna flipped the eggs with a spatula.,He decided to make five-thousand dollars from Amazon Mechanical Turk.,0
5887,"['helpful', 'experienced', 'determined', 'anger', 'relaxed']","['helpful', 'experienced', 'determined', 'anger', 'relaxed']",Ron knew he was going to make mistakes and eventually got over it.,Morgan decided to propose to her boyfriend.,0
5888,['tired'],['tired'],She was new to the job before him.,"The push mower was inefficient, so it took a long time to finish.",1
5889,"['lazy', 'reluctant', 'Sleepy']","['lazy', 'reluctant', 'Sleepy']","He decided he should go get his friend a good gift, too.",After 30 min he finally woke up.,1
5890,"['stupid', 'great', 'perplexed']","['stupid', 'great', 'perplexed']",I think he learned an important lesson about budgeting.,He had no idea what he wanted.,1
5891,"['ecstatic', 'loved', 'happy', 'Loved', 'none']","['ecstatic', 'loved', 'happy', 'Loved', 'none']",Taylor said yes to the proposal.,The guitarists were really creative.,0
5892,"['satisfied', 'happy', 'grateful']","['satisfied', 'happy', 'grateful']",He decides to go for a swim at the lake nearby his house.,The watch was 5 minutes slow but worked.,1
5893,"['scared', 'afraid', 'none', 'nervous', 'intimidated', 'strong', 'anger', 'Mean']","['scared', 'afraid', 'none', 'nervous', 'intimidated', 'strong', 'anger', 'Mean']",She trained very hard for a long time.,Ben would terrorize kids at school.,1
5894,"['upset', 'happy', 'worried', 'cared for', 'courteous', 'accommodating']","['upset', 'happy', 'worried', 'cared for', 'courteous', 'accommodating']",I had no idea I was sitting on the lap of a legend.,Fred then decided to always leave a note.,1
5895,"['appreciated', 'thankful', 'relieved', 'grateful', 'apperciative', 'none']","['appreciated', 'thankful', 'relieved', 'grateful', 'apperciative', 'none']",My daughter was staring at me and my son was laughing.,"Upon arriving at the pyramids, the Stone family thanked the driver.",1
5896,"['none', 'angry', 'playful']","['none', 'angry', 'playful']",He joins the army.,One night all of our dogs took off to chase the coyotes.,1
5897,['none'],['none'],Stacey wanted a new tattoo.,He started to cut my son's hair.,1
5898,"['calm', 'adventurous', 'bored']","['calm', 'adventurous', 'bored']","When she was done with her hair, she was shocked.",David decided to walk to a park.,1
5899,['none'],['none'],Conan was ready to take on the role.,Twas the night before christmas.,1
5900,"['stewart', 'proud', 'accomplished', 'Happy', 'joyous']","['stewart', 'proud', 'accomplished', 'Happy', 'joyous']",He came home with a gold medal.,She took it and thanked him kindly.,0
5901,"['ravenous', 'VERY HUNGRY', 'hungry', 'grumpy', 'none']","['ravenous', 'VERY HUNGRY', 'hungry', 'grumpy', 'none']","Georgina then got into motorcycles, to her father's dismay.",Amber was really hungry.,1
5902,"['angry', 'pissed', 'upset']","['angry', 'pissed', 'upset']",He applied to several other work opportunities.,She swore vengeance for her missing bike.,1
5903,"['none', 'ecstatic', 'happy']","['none', 'ecstatic', 'happy']","Hungry birds watch him from the trees, and swoop down on him.",Lilly loves to swim in the pool.,1
5904,"['none', 'Relief', 'scared', 'relieved', 'safe']","['none', 'Relief', 'scared', 'relieved', 'safe']",Then a security guard found her and took her aside.,A giant fire ball came up and almost burned his eyebrows.,0
5905,"['confuse', 'uncomfortable']","['confuse', 'uncomfortable']",She stared at the person watching.,Jen felt cold at her house.,1
5906,"['worried', 'awkward', 'concerned', 'mad', 'unattractive', 'weird']","['worried', 'awkward', 'concerned', 'mad', 'unattractive', 'weird']",Kelsey called her parents and went home that night.,The cat looked weird.,1
5907,"['relieved', 'cautious']","['relieved', 'cautious']",Tim knew he was lucky he hadn't caused a house fire.,Walt carefully examined the crime scene.,0
5908,"['nervous', 'excited', 'smart', 'none']","['nervous', 'excited', 'smart', 'none']",Dan found a local contractor that would install the panels for him.,Her stomach felt weird.,0
5909,"['gratified', 'competent', 'happy']","['gratified', 'competent', 'happy']",Jane gave Ted a squeeze and hugged him.,She purchased a premium account on the website.,1
5910,"['none', 'loved', 'happy', 'loving', 'None', 'confuse']","['none', 'loved', 'happy', 'loving', 'None', 'confuse']",Carl went with a friend to the carnival.,He named it Pete.,1
5911,"['happy', 'anxious', 'excited', 'hopeful', 'eager']","['happy', 'anxious', 'excited', 'hopeful', 'eager']",Charles contacted the seller.,"When she came out, she had a triumphant grin.",0
5912,"['none', 'elated', 'thankful', 'honored', 'grateful', 'happy', 'lucky']","['none', 'elated', 'thankful', 'honored', 'grateful', 'happy', 'lucky']",We spent so much time laughing and having fun.,He got Rick tickets to any event that he wanted to see.,1
5913,['sad'],['sad'],I sat down on the floor with the groceries and cried.,"One day, Bob's dog ran out the door as Bob was leaving the house.",0
5914,"['sad', 'disappointed', 'none']","['sad', 'disappointed', 'none']",The people became angry and burned her alive for it.,Today I found out I'm highly allergic to cats.,1
5915,"['none', 'excited', 'satisfied', 'Happy']","['none', 'excited', 'satisfied', 'Happy']",She grew tired of it so she began focusing on her painting.,Bill bought an aquarium.,1
5916,"['anticipation', 'anxious', 'stressed', 'eager', 'none']","['anticipation', 'anxious', 'stressed', 'eager', 'none']",She wants to find a way to relax and unwind.,Every day he would get in the water with them.,0
5917,"['concerned.', 'surprised', 'none']","['concerned.', 'surprised', 'none']",Jill woke up one day to see a huge fence next to her house.,He left them in his car while at one more store.,0
5918,"['Stubborn', 'self confident', 'ignorant', 'none']","['Stubborn', 'self confident', 'ignorant', 'none']",The tree fell on Fred and he broke his arm.,He had never wanted anyone's opinions before.,1
5919,"['happy', 'proud', 'fun', 'satisfied', 'excited', 'none']","['happy', 'proud', 'fun', 'satisfied', 'excited', 'none']",Janet smiled placing the kitten in her car.,Sam's children won a goldfish at a carnival.,1
5920,"['needy', 'helpful', 'happy', 'grateful']","['needy', 'helpful', 'happy', 'grateful']",Julie now uses a nylon tent when she goes camping.,But this week UPS announced that all overtime will be approved!,1
5921,"['none', 'relieved', 'proud', 'Relieved', 'happy']","['none', 'relieved', 'proud', 'Relieved', 'happy']",The insurance specialist assured her she would have a better car.,"When the car pulled up in the parking lot, I lost my attention.",0
5922,"['none', 'content', 'hot']","['none', 'content', 'hot']",Sophie lived in Mexico.,Lea was excited to go to her first football party today at Joe's.,0
5923,"['happy', 'cheerful', 'none', 'worried', 'loving']","['happy', 'cheerful', 'none', 'worried', 'loving']",She lived with her family in a small farmhouse close to the border.,They gathered their clothes and shoes and went home.,0
5924,"['satisfied', 'happy', 'accomplished']","['satisfied', 'happy', 'accomplished']",I walked to the back and sat next to him.,David can now whistle any tune almost perfectly.,1
5925,"['none', 'stressed', 'upset', 'sad', 'depressed', 'angry', 'annoyed', 'mad']","['none', 'stressed', 'upset', 'sad', 'depressed', 'angry', 'annoyed', 'mad']","One night, they started to argue over something.",The kids were stuffing their faces with candy and cookies.,0
5926,['none'],['none'],She waited while he finished his important phone call.,It was time for the finale!,0
5927,"['happy', 'joy', 'none']","['happy', 'joy', 'none']","The next day, she got a call from the police saying it had been found.",Kelly was pregnant.,0
5928,"['happy', 'content', 'none', 'loving', 'Excited']","['happy', 'content', 'none', 'loving', 'Excited']",They started to date.,Mom took me to the hospital.,0
5929,"['none', 'sad', 'proud']","['none', 'sad', 'proud']",He took of the training wheels.,It would be her last show before she graduated.,1
5930,"['none', 'smitten', 'happy']","['none', 'smitten', 'happy']",Donna fell in love with him instantly.,"The big envelope meant he got in, the small envelope meant rejection.",0
5931,"['none', 'upset', 'disappointed', 'angry', 'stubborn', 'anger']","['none', 'upset', 'disappointed', 'angry', 'stubborn', 'anger']",Her parents tried to teach her but she refused to listen.,Jaris ran out of firewood.,0
5932,"['relieved', 'sad', 'happy']","['relieved', 'sad', 'happy']",John was able to pay the rent on time.,"After all, both of her parents had graduated from Auburn.",0
5933,"['none', 'entertained', 'happy', 'HAPPY', 'enjoyable']","['none', 'entertained', 'happy', 'HAPPY', 'enjoyable']",The team had practiced for weeks.,She mostly walked around watching people have fun.,1
5934,"['happy', 'content', 'satisfied']","['happy', 'content', 'satisfied']",Emily loved software engineering.,Junk was all over the balcony.,0
5935,"['tired', 'none']","['tired', 'none']",Hugo walked around the campus for thirty minutes and gave up.,John is sleepy.,1
5936,"['terrified', 'nervous']","['terrified', 'nervous']",Lisa had a job interview in three days.,It was always a hassle trying to find a seat on the bus.,0
5937,"['eager', 'Excited', 'excited']","['eager', 'Excited', 'excited']",There was a dance contest that was coming up soon.,His friends asked Tom who his favorite musician was.,0
5938,"['pride', 'cool', 'happy', 'proud', 'special', 'none']","['pride', 'cool', 'happy', 'proud', 'special', 'none']",Everyone thought it was cool.,Amy was having a baby.,0
5939,"['none', 'relieved', 'exhausted', 'hopeful']","['none', 'relieved', 'exhausted', 'hopeful']","Charles is very tired of his work week, and would like to relax.","As a child, I always feared the monsters under my bed.",0
5940,['none'],['none'],She was shocked when she saw everyone.,It was hard to make out Jingle Bells without the trumpet section.,1
5941,"['none', 'determined', 'excite']","['none', 'determined', 'excite']",She told me my standards were too high.,But she tried it bravely.,1
5942,"['none', 'ashamed', 'chastised.', 'cautious']","['none', 'ashamed', 'chastised.', 'cautious']",She was browsing when she bumped into a familiar face.,He drove slower.,1
5943,"['competitive', 'impatient']","['competitive', 'impatient']",Joe would get him back next Halloween.,Jamie loved her job.,0
5944,"['happy', 'surprised', 'excited', 'none']","['happy', 'surprised', 'excited', 'none']",He invited his baby sister Liesel.,"Now, Dan owns a cookie bakery!",0
5945,"['worried', 'upset']","['worried', 'upset']",I couldn't wait until the month was over.,"The tornado hit, but they were safe because of the cellar.",0
5946,"['scared', 'sadness', 'sad']","['scared', 'sadness', 'sad']",Her friends feel sorry for her.,In 2011 I had a stroke and retired on disability.,1
5947,['none'],['none'],"After a long winter, spring was finally here.",It was a brand new trampoline!,0
5948,"['depressed', 'angry']","['depressed', 'angry']",She hated her job.,I sat on the bench with my friend Joe yesterday.,0
5949,"['Worred', 'sick', 'confused', 'none']","['Worred', 'sick', 'confused', 'none']","Julie is sad, but has always wanted to visit Spain.",After eating them his stomach was very upset.,1
5950,"['interested', 'intrigued', 'curious']","['interested', 'intrigued', 'curious']",My friend Gary claimed the pond had big carp.,"Curious, he flipped through some of the pages.",1
5951,"['frustrated', 'surprised', 'disappointed', 'angry']","['frustrated', 'surprised', 'disappointed', 'angry']",Mark could hear the doorbell clearly in his apartment.,His plane had left without him.,1
5952,"['lust', 'happy', 'none']","['lust', 'happy', 'none']",He borrowed one from a guy around him.,She met a man that lived in Europe.,1
5953,"['happy', 'okay', 'satisfied', 'none']","['happy', 'okay', 'satisfied', 'none']",I got the grade back a few days later and did about average!,Jose loves dogs very much.,0
5954,"['anxious', 'troubled', 'hopeless', 'surprised']","['anxious', 'troubled', 'hopeless', 'surprised']",His mom said he needed to wear them.,They were too expensive.,1
5955,"['not interested', 'angry', 'none', 'encouraging', 'eager', 'contemplative']","['not interested', 'angry', 'none', 'encouraging', 'eager', 'contemplative']",My stepmom had asked me if I wanted to.,A co-worker asks him if he can cover his shift tomorrow?,0
5956,"['disappointed', 'sad', 'impatient', 'ambivalent', 'amused']","['disappointed', 'sad', 'impatient', 'ambivalent', 'amused']",It was a huge chore.,Bill was too short to ride the roller coaster.,1
5957,"['surprised', 'enlightened', 'annoyed']","['surprised', 'enlightened', 'annoyed']","While there, she realized she did not like Hollywood.",Tom didn't think he was speeding.,0
5958,"['Happy', 'excited', 'happy', 'none']","['Happy', 'excited', 'happy', 'none']","After a few sand sculptures, he played on the swings.",Sarah got a new pink bike for her birthday.,0
5959,"['Excited', 'impressed', 'happy']","['Excited', 'impressed', 'happy']","When act two arrived, a teacher backstage got her ready to walk out.","Just as he was pulling the fish up, a beautiful sunrise emerged.",1
5960,"['none', 'frustrated', 'fear', 'important']","['none', 'frustrated', 'fear', 'important']","However, when Dan's girlfriend moved in he needed a larger bed.",She always gossiped about other people and said ugly things.,0
5961,"['happy', 'excited', 'curious', 'amazing and thrilled', 'thrilled', 'worried', 'oblivious', 'unconcerned', 'trusting']","['happy', 'excited', 'curious', 'amazing and thrilled', 'thrilled', 'worried', 'oblivious', 'unconcerned', 'trusting']",Mark loved to skateboard.,She felt a thrill when she saw the girl's parents weren't home.,1
5962,"['none', 'happy']","['none', 'happy']",My dad really enjoys going fishing.,"Gary needed the laptop to be light, fast, and efficient.",0
5963,"['scared', 'terrified', 'confused', 'surprise', 'dissapointed']","['scared', 'terrified', 'confused', 'surprise', 'dissapointed']",Jimmy freaked out and ran on the opposite side of the field.,He decided he had to get his hair cut.,0
5964,['none'],['none'],Adam moved out to school.,Robin had an issue with his plumbing.,0
5965,"['musical', 'determined']","['musical', 'determined']",She didn't really like people so this was her ideal.,Rachel wanted to make a new playlist of songs.,1
5966,"['appreciated', 'happy', 'grateful', 'loyal', 'sympathetic']","['appreciated', 'happy', 'grateful', 'loyal', 'sympathetic']",So Andrew threw away the junk he didn't want.,"On the bright side, he shared some of his lunch with me.",1
5967,"['none', 'excited to play the game.', 'Determined', 'enjoyment']","['none', 'excited to play the game.', 'Determined', 'enjoyment']","When it was over, George had no gift.",Tina was playing a video game online.,1
5968,"['Nervous', 'nervous', 'excited']","['Nervous', 'nervous', 'excited']",Sam was new at the office.,"Afterwards, she was very proud of her resolve.",0
5969,"['overjoyed', 'amazed', 'proud', 'excited', 'accomplished', 'satisfied', 'content', 'outstanding', 'none']","['overjoyed', 'amazed', 'proud', 'excited', 'accomplished', 'satisfied', 'content', 'outstanding', 'none']","Lamar saw his old friend and said, got seventy-five dollars on you?",Now Brittany is the captain of the squad.,1
5970,"['angry', 'none']","['angry', 'none']",I called the police after being rear ended.,Tom was excited when that weekend finally came.,0
5971,"['none', 'sad']","['none', 'sad']",Jen got so warm she opened a window.,Sam was hungry but had no money.,1
5972,"['overwhelmed', 'frustrated', 'none']","['overwhelmed', 'frustrated', 'none']",He had dozens of boxes to unpack.,I collected them all together in a metal tin by Lisa Frank.,0
5973,"['none', 'focused']","['none', 'focused']",Maria was walking in the other direction.,The clerk said yes and Missy was able to go.,0
5974,"['relieved', 'happy', 'joyful', 'none']","['relieved', 'happy', 'joyful', 'none']",The next year I lived with a close friend instead.,Lisa decided to study for the interview.,0
5975,"['angry', 'justified', 'suspicious', 'ashamed', 'sad', 'scared', 'afraid', 'disappointed']","['angry', 'justified', 'suspicious', 'ashamed', 'sad', 'scared', 'afraid', 'disappointed']",He finally went out.,Sam tried to run away but was stopped.,1
5976,"['Rejuvenated', 'relieved', 'disappointed', 'lucky']","['Rejuvenated', 'relieved', 'disappointed', 'lucky']",This is not strictly possible with four suits.,Peter eventually recovered from his illness.,1
5977,['none'],['none'],He saw a colorful parrotfish.,She wanted to go back the next week.,0
5978,['none'],['none'],One Sunday afternoon after a night of fishing I was walking back home.,It was gross but things worked out ok.,0
5979,"['none', 'happy']","['none', 'happy']",John bought glasses and could see perfectly from then on.,The system allowed people to play games together online.,1
5980,"['none', 'proud', 'hopeful', 'thankful', 'happy', 'positive', 'driven', 'supportive']","['none', 'proud', 'hopeful', 'thankful', 'happy', 'positive', 'driven', 'supportive']",She bought a stand on Amazon for $99.,Liz loved mashed potatoes.,0
5981,"['panicked', 'unproductive', 'embarassed', 'aggravated', 'shocked', 'angered']","['panicked', 'unproductive', 'embarassed', 'aggravated', 'shocked', 'angered']",She added some bubbles.,She found them on the dock fishing.,1
5982,"['none', 'shocked', 'horrible', 'frustrated']","['none', 'shocked', 'horrible', 'frustrated']",A seal popped its head out of the hole in anguish.,"Baking, present wrapping, and more was all getting done.",0
5983,"['sad', 'angry', 'upset', 'annoyed', 'irratated', 'none']","['sad', 'angry', 'upset', 'annoyed', 'irratated', 'none']",I quit the job because I did not like being stopped by cops.,Fred works at a restaurant,0
5984,"['depressed', 'lost', 'hopeless', 'sad', 'dejected']","['depressed', 'lost', 'hopeless', 'sad', 'dejected']",Alice realized she had forgotten her laundry at the laundromat.,I had lost my job and was unable to afford new clothes.,1
5985,"['none', 'sad', 'lonely']","['none', 'sad', 'lonely']",He had to move away.,"Steve walked around, smiling blissfully.",0
5986,"['none', 'protective', 'anticipatory', 'angry']","['none', 'protective', 'anticipatory', 'angry']",He watched while one guy walked up and asked her out.,Gabriel realized he was being a baby and decided to get bad grades.,0
5987,"['guilty', 'embarrassed', 'sad', 'depressed', 'Forgotten', 'Lonely', 'Sad', 'dissatisfied', 'none']","['guilty', 'embarrassed', 'sad', 'depressed', 'Forgotten', 'Lonely', 'Sad', 'dissatisfied', 'none']",Jenny has always wanted to wear a pair of high heels.,It was clearly made with the leftover threads.,1
5988,"['disappointed', 'responsible']","['disappointed', 'responsible']","The paint tray landed face down, smearing into the ground.",The plan didn't work.,1
5989,"['interested', 'HAPPINESS', 'none', 'surprised', 'excited']","['interested', 'HAPPINESS', 'none', 'surprised', 'excited']",Jeff loved mathematics.,A worker there gave her an envelope and told her to open it.,1
5990,"['sorry and sad', 'none', 'unhappy', 'annoyed', 'anger']","['sorry and sad', 'none', 'unhappy', 'annoyed', 'anger']",Jeff broke his ribs playing rugby.,Tom called the company.,1
5991,"['none', 'joy', 'proud', 'ENJOYING']","['none', 'joy', 'proud', 'ENJOYING']",He ended up doing an excellent job and received a $2 raise.,Sammy accepted their author.,1
5992,"['surprised', 'none']","['surprised', 'none']","After shaking the three, there were only 50 apples left.",We were able to raise $20-30 dollars for the day.,0
5993,['none'],['none'],I was working for a government transit authority on 911.,Our relationship confuses me.,0
5994,"['joy', 'pleased', 'happy', 'loving', 'satisfied', 'content', 'playful', 'cats', 'none']","['joy', 'pleased', 'happy', 'loving', 'satisfied', 'content', 'playful', 'cats', 'none']",Bess went wedding dress shopping.,"He was great with the children, and their cats.",1
5995,"['happy to be on a trip.', 'excitement']","['happy to be on a trip.', 'excitement']","After a few nights of studying up, he got an A on the test!",Three friends went on vacation to Las Vegas.,1
5996,"['satisfied', 'Happy', 'happy']","['satisfied', 'Happy', 'happy']",To his delight this meant he didn't have to take his class exam.,His new apartment looked great with the new plants.,1
5997,"['annoyed', 'lost', 'SAD', 'frustrated', 'worried']","['annoyed', 'lost', 'SAD', 'frustrated', 'worried']",Billy would take the dog to the park everyday.,Kim's son was forever losing his eyeglasses.,1
5998,"['disappointed', 'frustrated', 'mad']","['disappointed', 'frustrated', 'mad']","After driving all the way, I found out that hat store was closed too!",Tracy had a cousin that was looking for a car.,0
5999,['proud'],['proud'],"The next day, he built the gathered stones into a wall.",She orders a crate of soylent and is excited when it arrives.,0
6000,"['joyful', 'happy', 'excited', 'none']","['joyful', 'happy', 'excited', 'none']",Amy carried her cell phone in her jacket pocket.,"When he got close, he jumped into the middle.",1
6001,"['surprised', 'happy', 'excited', 'particapatory', 'HAPPY', 'PROUD']","['surprised', 'happy', 'excited', 'particapatory', 'HAPPY', 'PROUD']",She was broken and let us ride here.,"Her kids liked to bike, so she decided that she would join them.",1
6002,"['relieved', 'relief', 'fatigued']","['relieved', 'relief', 'fatigued']",It was as if a huge weight had been taken off his shoulders.,"Hoping for better weather in the morning, they went to sleep early.",0
6003,"['none', 'excited', 'Hopeful', 'Anticipated', 'Excited', 'hungry']","['none', 'excited', 'Hopeful', 'Anticipated', 'Excited', 'hungry']",Cliff sold everything and headed south for his new start.,Every Tuesday he would eagerly wait for the truck to pull up.,1
6004,"['attracted', 'PUT PARTY', 'none']","['attracted', 'PUT PARTY', 'none']",Andrea was shocked but delighted to tell her husband the news.,He offered to buy her a beer after the show.,1
6005,"['aggravated', 'remorseful', 'angry', 'unhappy', 'upset']","['aggravated', 'remorseful', 'angry', 'unhappy', 'upset']",They recommended I use a fireplace video to help me sleep.,Tim was grounded until he could replace it.,1
6006,"['guilty', 'upset', 'betrayed', 'appalled', 'satisfied', 'afraid', 'angry', 'embarassed']","['guilty', 'upset', 'betrayed', 'appalled', 'satisfied', 'afraid', 'angry', 'embarassed']",Her sister told on her as soon as their mom came home.,Carlos is glad he left his home.,0
6007,"['none', 'happiness', 'surprise', 'scared', 'nervous', 'sporty']","['none', 'happiness', 'surprise', 'scared', 'nervous', 'sporty']",Once in the neighbor's yard Johnny met their mean dog Sampson.,Tom had to wait a bit longer for his actual food to come out.,0
6008,"['none', 'disappointed', 'confused', 'worried', 'concerned', 'understanding']","['none', 'disappointed', 'confused', 'worried', 'concerned', 'understanding']",She couldn't believe it was ten dollars.,He realized she would be manic at times and depressed at others.,1
6009,"['nice', 'happy', 'satisfied', 'home', 'bonfire', 'smores', 'relaxed', 'loved']","['nice', 'happy', 'satisfied', 'home', 'bonfire', 'smores', 'relaxed', 'loved']",He thought the grill had become lit.,When we got home we made a bonfire and made smores.,1
6010,"['hungry', 'expectation', 'anticipation', 'happy', 'none']","['hungry', 'expectation', 'anticipation', 'happy', 'none']","On her wedding, she was unsure about her ""I do.""",Jane was eating for lunch.,1
6011,"['upset', 'anxious', 'nervous.']","['upset', 'anxious', 'nervous.']",Tom called his boss and told him he couldn't make it in.,Michelle used the recordings to practice all summer.,0
6012,"['cautious', 'fresh']","['cautious', 'fresh']",I woke up happy and excited.,I was minding my own business and taking a shower.,1
6013,"['happy', 'smart']","['happy', 'smart']",She got them installed on her car the next day.,"Unfortunately, Rick tackled him in the groin.",0
6014,['none'],['none'],"When I got home, I couldn't find my cell phone.",Most of her art came in the form of sculptures.,1
6015,"['knowledgeable', 'busy', 'none', 'determined', 'prepared']","['knowledgeable', 'busy', 'none', 'determined', 'prepared']",He decided to pay for a private trainer to help improve his speed.,Paul is a very creative and artistic person.,0
6016,"['none', 'hungry']","['none', 'hungry']",Ralph decided he wanted fresh turkey for Thanksgiving dinner.,Together they rolled snow and added decorations.,0
6017,"['disillusioned', 'Motivated', 'Succeeded', 'dissapointed']","['disillusioned', 'Motivated', 'Succeeded', 'dissapointed']",Mason now makes his living driving a public transit bus.,Tom married a woman who was deaf and could not hear his singing.,0
6018,"['anticipation', 'Hungry']","['anticipation', 'Hungry']",She wanted popcorn.,All he had left was some stray vegetables and some pasta.,0
6019,['happy'],['happy'],I wanted to find something different.,They quickly went to the neighbors storm cellar and waited.,0
6020,"['taken care of', 'sad']","['taken care of', 'sad']",She was broken and let us ride here.,She felt too sick to eat!,0
6021,"['clever', 'revengeful', 'excited', 'annoyed', 'happy', 'outsmarted', 'arrogant']","['clever', 'revengeful', 'excited', 'annoyed', 'happy', 'outsmarted', 'arrogant']",When she got there they pieced them.,He was so cocky that he did not notice the other players plotting.,1
6022,"['angry', 'Offended', 'hurt', 'sorry', 'guilty']","['angry', 'Offended', 'hurt', 'sorry', 'guilty']",Gale refused to speak to her brother for the next week.,Months later I was able to reach my goal.,0
6023,"['none', 'annoyed', 'helpful', 'needed', 'calm']","['none', 'annoyed', 'helpful', 'needed', 'calm']",He went to Bestbuy to check out the computers.,The boy asked his brother for help.,1
6024,"['eager', 'crafty']","['eager', 'crafty']",I decided to build a small shed.,I climbed a tree there once.,0
6025,"['Ambitious', 'Desire', 'thoughtful', 'desire', 'none']","['Ambitious', 'Desire', 'thoughtful', 'desire', 'none']",Georgina Watson wanted to be an equestrian.,"One of the pipes in his kitchen had burst, leaking water everywhere.",0
6026,"['none', 'disappointed', 'ashamed', 'embarrassed', 'upset']","['none', 'disappointed', 'ashamed', 'embarrassed', 'upset']",He spent an hour digging through his house.,"The next day, he made mistakes during their football game.",1
6027,"['stressed', 'frustrated', 'confused', 'lost', 'unconfident', 'none']","['stressed', 'frustrated', 'confused', 'lost', 'unconfident', 'none']",Tiffany broke her butterfly net in half.,"Without self esteem, I didn't know how to do that.",1
6028,"['cheerful', 'indecisive', 'undecided', 'annoyed', 'agravated', 'upset', 'angry']","['cheerful', 'indecisive', 'undecided', 'annoyed', 'agravated', 'upset', 'angry']",Jen tried to mop the water up with some toilet paper.,She kept changing the station.,1
6029,"['none', 'angry', 'HAPPY', 'worried', 'He was stuck on the tarmac', 'and his wife called.', 'sad', 'upset']","['none', 'angry', 'HAPPY', 'worried', 'He was stuck on the tarmac', 'and his wife called.', 'sad', 'upset']","He was stuck on the tarmac, and his wife called.",His girlfriend has news.,0
6030,"['afraid', 'free', 'satisfied', 'none']","['afraid', 'free', 'satisfied', 'none']","However, the train did not reach on time.",Natalie lived alone in a big blue house in the forest.,1
6031,"['none', 'annoyed', 'surprised']","['none', 'annoyed', 'surprised']",Suddenly he noticed a gigantic fly buzzing around.,I began to get tired of using the same crayons.,0
