,emotion,plutchik,selection0,selection1,label
6991,"['none', 'anticipation', 'hopeful', 'happy', 'surprised', 'anxious']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",All of a sudden a spider jumped on her.,One day she found out she was pregnant.,1
6992,"['confident', 'Excited', 'proud']","{'joy': 3, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",He kept going and kept losing weight.,They noticed bees in the house even those spring had just started.,0
6993,"['embarrassed', 'nervous', 'embarassed', 'uncomfortable', 'nosey', 'curious']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",People stared as her flip flops squeaked in the store.,His car rolled several times.,0
6994,"['none', 'enjoyment', 'happy', 'love']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Anna screamed with joy as they raced downhill!,Jen loved swimming in the ocean.,1
6995,"['none', 'adventurous', 'adventerous', 'excited']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Nathan wanted to take his new boat out to sail.,She decided to cook spaghetti.,0
6996,['anxious'],"{'joy': 1, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",He tried to put on a play using the transcription as the script.,George worked very hard to be the best fighter in the world.,0
6997,"['worry-free', 'fun', 'happy']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","While outside, she would go for walks and pick flowers.",She was tall and luxurious.,0
6998,"['none', 'Sympathetic', 'happy', 'kind', 'nice', 'good about themselves', 'thankful', 'grateful']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Sam went over to him and gave him the sandwich.,The side yard was covered with tall plants.,0
6999,"['concerned', 'burdened', 'poor', 'constrained']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 0, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 1}",Suzy really needed to pay off her credit card.,She saw a bear.,0
7000,"['excited', 'happy', 'proud', 'greatful', 'ecstatic']","{'joy': 3, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",She was so happy.,Mel suddenly loved her summer job!,0
7001,"['disgusted', 'angry', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 0}","When I looked into the food, I found out that it was raw.",Dalton ate lots of carnival food that night.,0
7002,"['angry', 'amused', 'happy', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 0}",Liz moved into a new neighborhood and a new school for her kids.,They thought I was joking for sure.,1
7003,"['none', 'angry', 'happy', 'relieved']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Tom appreciated the hard work and dedication.,"Appalled, Harvey was happy to have a concrete reason to fire her.",1
7004,"['none', 'excited', 'satisfied', 'Happy']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He had fallen down on the path!,Bill bought an aquarium.,1
7005,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Aaron is an amazing artist.,His dad beat him three games in a row.,0
7006,"['sorry', 'guilty', 'angry', 'none', 'scared', 'mischievous', 'mad']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 1}",Eric left the house and I accidentally called attention to it!,Ronnie decided to help his little sister Sarah learn to ride her bike.,0
7007,"['happy', 'excited', 'positive']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",The roaring water greeted him and welcomed him to salmon season.,Including waiting for the bus it took me forty five minutes to arrive.,0
7008,"['glad', 'relieved', 'proud', 'responsible']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Farmer Ben's chickens no longer went missing.,Erica was the new zoo keeper for the penguins.,0
7009,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Tom didn't back off and got punched in the eye.,We had a very noisy neighbor one year.,1
7010,"['desire', 'uneasy', 'anxious']","{'joy': 1, 'trust': 1, 'fear': 2, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 1, 'anticipation': 2}",Ivan walked through a park and found an old camera.,She needed to relax.,1
7011,"['challenged', 'aggitated']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",I also thought it'd be way harder to drive.,Nick bought some property.,0
7012,"['none', 'happy', 'ELATED', 'excited']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He called his ex and now they are together again.,"Last Friday, she got tickets for the Red Sox game at Yankee Stadium.",1
7013,"['expectant', 'hopeful']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",She scratched off the numbers.,Maria was walking in the other direction.,0
7014,"['shocked', 'tempted', 'interested', 'none']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",So he decided to write his own story.,My friends offered me cocaine.,1
7015,"['impressed', 'surprised', 'disbelief', 'Excited', 'Delightful', 'proud', 'competent', 'amazed', 'astonished', 'none']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",All the guests gasped when they saw the couples' skill!,She asked her friend Dawn how she could lose weight.,0
7016,"['helpful', 'proud', 'reminiscent', 'happy for the team', 'thankful', 'honored', 'happy']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",It was a great way to support the team.,"In August of 2013 my wife and I went to Portland, Maine.",0
7017,"['none', 'responsible', 'sad']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Ike wanted a laptop to take off to college.,Tom was disappointed and decided to work on his fake accent better.,0
7018,"['none', 'scared', 'frightened', 'apprehensive', 'sad', 'betrayed']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 2, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Anna had found a healthier way to give her kids drinks!,Ted cut his visit to his sister's house short to avoid the cat.,1
7019,"['grateful', 'happy']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Josh hauled off and hit Zack square in the nose.,Daniel was excited to get a remote control boat for his birthday.,1
7020,"['none', 'pride', 'appreciative']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He would bring his rolls to picnics around the neighborhood.,Dan and his daughter went to the supermarket.,0
7021,"['disappointed', 'unamused', 'frustrated', 'annoyed', 'guilty', 'lacking']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 1, 'disgust': 2, 'anger': 2, 'anticipation': 1}",Then his landlords saw it.,They listened to it together.,0
7022,"['Pleased', 'accomplished', 'pleasantly surprised']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Larry was camping one day.,He finally was early to something.,1
7023,"['distracted', 'nervous', 'Foolish', 'Unfocused', 'Nervous']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 0, 'anticipation': 0}",They served all their guests delicious food in a timely manner.,"One day, Fred wasn't paying attention when cutting a tree.",1
7024,"['none', 'disgust', 'sick']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 2, 'anger': 0, 'anticipation': 0}",Todd was disgusted with the mess.,Her dad came and carried her to safety.,0
7025,"['insomnia', 'scared']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",The carpet grew mildew.,The night before he couldn't sleep.,1
7026,"['distracted', 'bored', 'daydreaming']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","When she arrived, though, she found a different problem.",He was a bit pre-occupied and not paying attention.,1
7027,"['tired', 'sad', 'proud', 'Exhausted']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",It was a long day.,Jack showed up after the inspection.,0
7028,"['excited', 'hungry']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He found the perfect sleigh bed!,Then he left to go eat dinner.,1
7029,"['disillusioned', 'sad', 'taken for granted', 'let down']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 2, 'disgust': 2, 'anger': 1, 'anticipation': 0}",It was with my first boyfriend.,Sarah never could get the recognition she deserved.,1
7030,"['Helpful', 'burdened', 'upset', 'disappointed', 'none', 'Disappointed', 'annoyed', 'stressed', 'happy', 'curious', 'glad', 'excited', 'Nice', 'Destressed', 'powerful']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Samantha was playing in the snow the night before.,Her mother made her bring her brother and sister.,1
7031,"['mediocre', 'happy', 'none']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",There wasn't anyone smarter than Jason in my class.,"Recently, I noticed that he bumped into walls.",0
7032,"['loving', 'happy', 'Excited', 'Thankful', 'joyful', 'overjoyed', 'none']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","Because of this, her grandparents bought her a butterfly net.",I walked through the woods to get there.,0
7033,"['Nostalgic', 'nostalgic', 'happy', 'amused']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",My brother and I liked to pretend play when we were growing up.,"Kija didn't know, but she's allergic to soy.",0
7034,"['none', 'stressed', 'hopeful', 'desperate']","{'joy': 0, 'trust': 1, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Tim was charged extra for more.,He needed to pay for his car.,1
7035,"['scared', 'cautious', 'assertive', 'confident', 'worried', 'sad', 'very sad', 'surprised']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",We said thank you and our son enjoyed the ride.,Stacey's parents decided not to let her babysit yet.,1
7036,"['none', 'Frustrated', 'dimwitted']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 1, 'anticipation': 0}",He locked his keys in the car when he got out to look.,By the time Mike got back he was absolutely exhausted.,0
7037,"['panicked', 'terrified', 'ashamed', 'guilty', 'regretful']","{'joy': 0, 'trust': 0, 'fear': 3, 'surprise': 2, 'sadness': 3, 'disgust': 2, 'anger': 2, 'anticipation': 1}",I needed a place to put them to keep them together.,The whole building was consumed.,1
7038,"['none', 'Mad', 'like a loser', 'nervous', 'proud', 'elated']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",They watched together as Jay's team took the lead.,He was certain that his new shoes were the best in existence.,0
7039,"['none', 'conflicted', 'frustrated', 'Annoyed', 'annoyed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 1}",But they couldn't agree on a costume!,There was a great bodybuilder who regularly went to the gym.,0
7040,['routine'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Tim lit a cigarette before bed one night.,"Sally asked for her favorite, an Orange Dream for 75 cents.",0
7041,"['thankful', 'confident', 'assured', 'none', 'proud', 'accomplished']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Eventually Chuck became incredibly fast.,He is cutting wood with a saw.,0
7042,"['concerned', 'helpful.', 'wanted', 'VERY HAPPY', 'friendly', 'content']","{'joy': 1, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",For 3 weeks Tom got his exercise by chopping firewood.,A friend calls Fred and says he should watch television after work.,1
7043,"['confused', 'disgusted', 'frustrated', 'angry']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 1, 'disgust': 2, 'anger': 2, 'anticipation': 0}","Friday evening the doorbell started to ring, over and over and over.","However as she went to eat, her milk was sour!",1
7044,"['embarassed', 'sad', 'upset', 'frustrated', 'disappointed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 2, 'disgust': 0, 'anger': 2, 'anticipation': 0}",Tom nor Fido won anything that day.,My friend Bob is a creature of habit.,0
7045,"['helpless', 'angry', 'shocked', 'annoyed', 'Upset', 'Gross', 'Unhappy', 'exasperated', 'sad', 'hungry']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 2, 'anticipation': 0}",After a long trip through the desert Sophie stood on American soil.,Then she removed the cheese.,1
7046,"['nervous.', 'happy.', 'surprised', 'WORRIED']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Sally was already waiting with the dollar that her mother gave her.,Finally Jenny tries wearing a pair of high heels to work.,1
7047,"['frustrated', 'proud', 'ecstatic', 'prepared', 'Excited', 'excited']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",The network decided it was time for him to get his own show.,I helped him up off the ground and apologized profusely.,0
7048,"['listless', 'bored', 'dull']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 2, 'disgust': 0, 'anger': 0, 'anticipation': 0}",I was bored one weekend day.,By the second half of the season the team looked much better.,0
7049,"['sad', 'Proud', 'rejected', 'downhearted', 'Disappointed', 'entitled', 'unwanted', 'none', 'angry', 'sorry', 'provoked']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 0}","Every time she had a new boyfriend, he'd dump her for that reason.",Tom liked to drink.,0
7050,"['proud', 'accomplished', 'vigorous', 'strong']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Lindsay is much healthier and can now run races again.,Tom was both amazed and humbled at his dad.,0
7051,"['belonging', 'pleased', 'relieved', 'curious', 'happy', 'sleepless', 'Tired']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He bided his time and came up with a plan.,I discovered a whole community of people with the same issue.,1
7052,"['none', 'ready', 'proud']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Then he went off proudly to college with his tablet!,Will wanted to improve his health.,0
7053,"['none', 'satisfied to buy it', 'hungry', 'content']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",She saw a quart of coleslaw on sale and bought it.,Laura took off her shoes and socks.,0
7054,"['surprised', 'elated', 'none']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Billy got a new dog for his birthday.,Charlie made a mistake.,0
7055,"['none', 'joy']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He planted vegetables of every kind.,John decided to go look for meaning.,0
7056,"['productive', 'calm']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Anna hid her in the basement when the Nazis searched her house.,Allan has ideas.,1
7057,"['amused', 'mischevious', 'mean', 'none', 'disgusted', 'irritated', 'IRRITATED']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 0}",At one point I screamed out a song suggestion.,His wife told him to let the artist do the singing.,0
7058,"['sad', 'jealous', 'angry', 'depressed', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",One of her bridesmaids was depressed.,He was determined to solve the crime.,0
7059,"['Upset', 'frustrated']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 2, 'anger': 2, 'anticipation': 1}",After a lot of measuring and frustration I gave up.,"The next day, Jodi was very tired.",0
7060,"['stupid', 'hungover', 'sick', 'tired']","{'joy': 0, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 2, 'anger': 0, 'anticipation': 1}",He took us on our first train ride.,They stayed in the hotel room all day instead.,1
7061,"['curious', 'anticipation']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Gary had dreams of playing professional football.,Tom signed up for a free online trial.,1
7062,"['proud', 'hopeful', 'determined', 'none']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",So Carlos started to clean it.,No one ever told Roger all his balls never landed in the court.,1
7063,"['vindicated', 'satisfied', 'smug', 'rebellious', 'disappointed', 'sorry', 'frustrated']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 1, 'anticipation': 1}","Georgina then got into motorcycles, to her father's dismay.",The principal thanked Jim for his work.,0
7064,"['Happy', 'accomplished', 'proud', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",She felt better after resting in her sofa for a few hours.,He was able to get a scholarship to college because of his skills.,1
7065,"['enraged', 'provoked', 'anger', 'determined', 'fear', 'angry', 'scared', 'conflicted']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 0, 'sadness': 0, 'disgust': 1, 'anger': 2, 'anticipation': 1}",Jen went to the grocery store one afternoon.,Charlie stood up and had to decide to jump kick or walk away.,1
7066,['happy'],"{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",But you weren't able to drive over the street at all.,Samantha was playing in the snow the night before.,1
7067,"['none', 'intrigued', 'curious', 'joy']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",He liked the song.,One day she saw some painting classes advertised.,1
7068,"['Resourceful', 'Hopeful', 'inquisitive', 'resourceful']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","Beth screamed, ""GO AWAY!""",He looks for a pair that is high quality but not too expensive.,1
7069,"['detached', 'excited', 'disappointed', 'confuse.']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",They shopped at lots of interesting stores.,The two used to be close but had drifted apart.,1
7070,"['happy and excited', 'happy', 'none']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She tried to record it but it would not record.,She fell in love with him.,1
7071,"['sly', 'satisfied', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","Tom was excited for Tuesday, it was his new favorite part of the week.",She bribed her little brother with some candy.,1
7072,"['happy', 'pleased', 'loved']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Larry received a toy for his birthday.,This year there was a big earthquake in the country.,0
7073,"['lonely', 'curious', 'friendly', 'nervous', 'anxious', 'contented']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",I tried to talk to the old lady by the window.,She made spaghetti and meat sauce.,0
7074,"['nostalgic', 'happy']","{'joy': 3, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",And he remembered he used to play it as a kid.,Penelope was so excited and told her mom that she wanted a sister.,0
7075,"['none', 'confused', 'Frustrated']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 0}",Von never seemed to figure out where his pickle juice went.,She was very proud of her speed and great aim!,0
7076,"['Embarrassed', 'exhausted', 'creative', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He liked the attention.,So we took a black sharpie and colored the back of his ears.,1
7077,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",A man generally thinks with the left side of his brain.,He just finished school.,0
7078,"['happy', 'excited', 'loved', 'satisfied', 'content']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","Finally, Hernandez was able to sleep in his cave.",She promised her kids a treat at lunch for finishing their oatmeal.,1
7079,"['fear', 'terrified', 'scared']","{'joy': 0, 'trust': 0, 'fear': 3, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He was very scared.,She decided to use her laptop on the porch in the breeze.,0
7080,"['none', 'calm', 'cautious', 'anxiety', 'discouraged']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","The shot clock was running out, but he decided to move slowly.",He walked into the barn to pick the eggs.,0
7081,"['none', 'happy', 'proud']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He asked his best friend for advice.,He learned about Native Americans.,1
7082,['content'],"{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","Lila loaded up the machine, throwing all her clothes together.",I turned on the game and played online for a while.,1
7083,"['moral', 'ambivalent', 'smart', 'annoyed', 'mischevious']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 1}",He was about to start putting up signs.,I didn't mind because I didn't want to be friends with drug users.,1
7084,"['impatient', 'bored', 'Fruserated', 'frustrated', 'upset', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 2, 'anticipation': 1}",We ended up having to wait hours.,He made $5 and found that he liked carrots after all!,0
7085,"['happy', 'sweet', 'excited', 'free', 'trusting']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",A man next to Jeff began to glare at him.,"Elizabeth loved, Drake, the dog and agreed to watch him.",1
7086,"['amused', 'intrigued', 'frustrated']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","Alex called his wife to pick up Cole, who now had soiled shoes.",I just started using my virtual keyboard.,1
7087,"['relieved', 'nervous']","{'joy': 1, 'trust': 1, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She stepped confidently to the curb when the truck pulled up.,But a car was approaching so she stopped.,1
7088,"['grateful', 'inadequate', 'hopeful']","{'joy': 0, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",There was also a skinny guy who wanted some advice on weightlifting.,Blake took the diamonds and quit his terrible job.,0
7089,"['excited waiting for the letter to be revealed.', 'happy', 'excited']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",And he had no way to express himself.,She wants the Sesame Street letter of the day to be W.,1
7090,"['happy', 'enthralled']","{'joy': 3, 'trust': 2, 'fear': 1, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",She landed in Tokyo and took it all in.,His family didn't think he could live alone anymore.,0
7091,['chef like'],"{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",She was going to bake cookies.,We also got her some dresses and a crib for the doll.,0
7092,"['anxious', 'panic', 'panicked']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",The essays were to be no more than five pages long.,Bert Johnson was miles away from home when it started snowing.,1
7093,"['none', 'confused', 'Confused', 'clueless']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","But afterwards, he felt sick.",Kris wasn't sure what her kids wanted for Christmas.,1
7094,"['shocked', 'scared', 'concerned', 'like a ninja', 'horrified', 'Terrified', 'surprised']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 1}",Then out of nowhere a snake struck at him!,Gina's friend Lisa was coming over to visit.,0
