,sentence,label
16841,Ted crawled into Jane's lap and snuggled.,3
16842,Ted crawled into Jane's lap and snuggled.,3
16843,Ted crawled into Jane's lap and snuggled.,3
16844,Jane gave Ted a squeeze and hugged him.,3
16845,Jane gave Ted a squeeze and hugged him.,3
16846,Jane gave Ted a squeeze and hugged him.,3
16847,Jane gave Ted a squeeze and hugged him.,3
16848,Jane gave Ted a squeeze and hugged him.,3
16849,Jane gave Ted a squeeze and hugged him.,3
16850,Ted responded by licking Jane's face.,3
16851,Ted responded by licking Jane's face.,3
16852,Ted responded by licking Jane's face.,3
16853,Ted responded by licking Jane's face.,3
16854,Ted responded by licking Jane's face.,3
16855,Ted responded by licking Jane's face.,3
16856,Brian was waiting for his college acceptance letter.,2
16857,Brian was waiting for his college acceptance letter.,0
16858,He has been waiting for weeks anxiously.,0
16859,He has been waiting for weeks anxiously.,0
16860,He finally got the letter in the mail regarding his acceptance.,0
16861,He finally got the letter in the mail regarding his acceptance.,3
16862,He finally got the letter in the mail regarding his acceptance.,2
16863,Brian tore the letter open without hesitation.,0
16864,Brian tore the letter open without hesitation.,0
16865,Brian tore the letter open without hesitation.,3
16866,He got accepted to the college of his choice.,3
16867,He got accepted to the college of his choice.,3
16868,He got accepted to the college of his choice.,3
16869,Gene needed to get some food.,0
16870,Gene needed to get some food.,0
16871,Gene went to his car.,0
16872,Gene went to his car.,0
16873,Gene went to his car.,3
16874,He drove to the grocery store.,0
16875,He drove to the grocery store.,2
16876,He drove to the grocery store.,0
16877,Gene went inside and bought his favorite foods.,2
16878,Gene went inside and bought his favorite foods.,2
16879,He bought the food and went home.,0
16880,He bought the food and went home.,2
16881,January was my least favorite month.,0
16882,January was my least favorite month.,3
16883,January was my least favorite month.,0
16884,I had no idea how I would pay Christmas bills.,0
16885,I had no idea how I would pay Christmas bills.,0
16886,I couldn't wait until the month was over.,0
16887,I couldn't wait until the month was over.,0
16888,I decided to work hard all month.,0
16889,I decided to work hard all month.,0
16890,I decided to work hard all month.,2
16891,"When January 31st came, all of my bills were paid.",3
16892,"When January 31st came, all of my bills were paid.",2
16893,William drove to the store to buy her a gift.,2
16894,William drove to the store to buy her a gift.,3
16895,William drove to the store to buy her a gift.,3
16896,William drove to the store to buy her a gift.,2
16897,William drove to the store to buy her a gift.,3
16898,William drove to the store to buy her a gift.,3
16899,He found a nice dvd player and bought it.,2
16900,He found a nice dvd player and bought it.,2
16901,William gave his mother the gift after their dinner.,2
16902,William gave his mother the gift after their dinner.,3
16903,William gave his mother the gift after their dinner.,3
16904,William gave his mother the gift after their dinner.,2
16905,She was very happy and hugged her son.,2
16906,She was very happy and hugged her son.,3
16907,She was very happy and hugged her son.,3
16908,She was very happy and hugged her son.,3
16909,She was very happy and hugged her son.,3
16910,She was very happy and hugged her son.,3
16911,Mel got a summer job at the ice cream parlor.,2
16912,Mel got a summer job at the ice cream parlor.,3
16913,She hated it at first.,2
16914,She hated it at first.,0
16915,Then she got her first check.,3
16916,Then she got her first check.,2
16917,It was much higher than she had thought.,3
16918,It was much higher than she had thought.,3
16919,It was much higher than she had thought.,3
16920,Mel suddenly loved her summer job!,3
16921,Mel suddenly loved her summer job!,3
16922,Mel suddenly loved her summer job!,3
16923,Ben was in class and really had to go to the bathroom.,0
16924,Ben was in class and really had to go to the bathroom.,0
16925,Ben was in class and really had to go to the bathroom.,0
16926,"However, he could not get his teacher's attention.",0
16927,"However, he could not get his teacher's attention.",0
16928,"However, he could not get his teacher's attention.",0
16929,Ben therefore decided to sneak out to use the bathroom.,0
16930,Ben therefore decided to sneak out to use the bathroom.,0
16931,"In the hallway, a teacher asked where his hall pass was.",0
16932,"In the hallway, a teacher asked where his hall pass was.",0
16933,"In the hallway, a teacher asked where his hall pass was.",3
16934,"In the hallway, a teacher asked where his hall pass was.",0
16935,"In the hallway, a teacher asked where his hall pass was.",0
16936,"In the hallway, a teacher asked where his hall pass was.",0
16937,Ben confessed he sneaked out of classed.d,0
16938,Ben confessed he sneaked out of classed.d,0
16939,Ben confessed he sneaked out of classed.d,0
16940,Ben confessed he sneaked out of classed.d,0
16941,Ben confessed he sneaked out of classed.d,0
16942,Ben confessed he sneaked out of classed.d,0
16943,Judy was nervously filing her taxes.,0
16944,Judy was nervously filing her taxes.,0
16945,Judy was nervously filing her taxes.,0
16946,She was always afraid of making a mistake.,0
16947,She was always afraid of making a mistake.,0
16948,"Suddenly, she finished the forms and saw something surprising.",0
16949,"Suddenly, she finished the forms and saw something surprising.",0
16950,She was supposed to get a rather large refund check.,3
16951,She was supposed to get a rather large refund check.,3
16952,She doubted it would happen but to her delight she really got it.,3
16953,She doubted it would happen but to her delight she really got it.,3
16954,She doubted it would happen but to her delight she really got it.,2
16955,Jimmy wanted to lose weight.,0
16956,Jimmy wanted to lose weight.,0
16957,He decided to eat less bad food.,0
16958,"First, he stopped drinking soda.",0
16959,"First, he stopped drinking soda.",3
16960,Then he stopped eating fast food.,2
16961,Then he stopped eating fast food.,3
16962,He lost 30 pounds in 2 months,3
16963,He lost 30 pounds in 2 months,3
16964,I had always wanted to go to south america.,3
16965,I had always wanted to go to south america.,3
16966,I had always wanted to go to south america.,2
16967,I saved up as much money as I could for a year.,3
16968,I saved up as much money as I could for a year.,3
16969,I saved up as much money as I could for a year.,3
16970,I took my vacation from work after saving enough money.,3
16971,I took my vacation from work after saving enough money.,3
16972,I took my vacation from work after saving enough money.,3
16973,I travelled to a very nice hotel.,3
16974,I travelled to a very nice hotel.,3
16975,I travelled to a very nice hotel.,2
16976,I went to exotic sites and swam at the beach.,3
16977,I went to exotic sites and swam at the beach.,3
16978,I went to exotic sites and swam at the beach.,3
16979,Suddenly he noticed a gigantic fly buzzing around.,0
16980,Suddenly he noticed a gigantic fly buzzing around.,0
16981,He chased the fly around trying to swat it to no avail.,0
16982,Finally he managed to corner the fly in his pantry.,0
16983,Finally he managed to corner the fly in his pantry.,2
16984,Finally he managed to corner the fly in his pantry.,2
16985,Finally he managed to corner the fly in his pantry.,3
16986,"With a quick smack, he killed the fly.",2
16987,"With a quick smack, he killed the fly.",0
16988,Allie was going away.,3
16989,Allie was going away.,0
16990,Allie was going away.,2
16991,But unfortunately she would be missing her favorite show.,0
16992,But unfortunately she would be missing her favorite show.,0
16993,She tried to record it but it would not record.,0
16994,She tried to record it but it would not record.,0
16995,Allie would be missing the episode.,0
16996,Allie would be missing the episode.,0
16997,Allie would be missing the episode.,0
16998,She was so upset.,0
16999,She was so upset.,0
17000,Igor's son wanted to know what happened to a body at death.,0
17001,Igor's son wanted to know what happened to a body at death.,0
17002,Igor's son wanted to know what happened to a body at death.,0
17003,He tried to think of a way to explain it.,0
17004,He tried to think of a way to explain it.,0
17005,He then tore it apart and put the legos with all the others.,0
17006,"Igor told his son death was like that, but with atoms.",0
17007,"Igor told his son death was like that, but with atoms.",0
17008,"Igor told his son death was like that, but with atoms.",0
17009,"Igor told his son death was like that, but with atoms.",0
17010,"Igor told his son death was like that, but with atoms.",0
17011,Tom wanted to speak to Santa.,3
17012,Tom wanted to speak to Santa.,3
17013,Tom wanted to speak to Santa.,2
17014,He sent Santa a christmas letter.,2
17015,He sent Santa a christmas letter.,3
17016,He sent Santa a christmas letter.,2
17017,He mailed it to North Pole.,0
17018,He mailed it to North Pole.,3
17019,He mailed it to North Pole.,3
17020,Someone actually sent mail back.,3
17021,Someone actually sent mail back.,3
17022,Someone actually sent mail back.,3
17023,"Tom was excited, thinking it was Santa",3
17024,"Tom was excited, thinking it was Santa",3
17025,"Tom was excited, thinking it was Santa",3
17026,Sara broke up with her boyfriend.,2
17027,Sara broke up with her boyfriend.,0
17028,Sara broke up with her boyfriend.,0
17029,Sara broke up with her boyfriend.,0
17030,Sara broke up with her boyfriend.,0
17031,Sara broke up with her boyfriend.,0
17032,She was very sad because of the breakup.,0
17033,She was very sad because of the breakup.,0
17034,She was very sad because of the breakup.,0
17035,She go a huge bucket of ice cream and a spoon.,0
17036,She go a huge bucket of ice cream and a spoon.,0
17037,She go a huge bucket of ice cream and a spoon.,0
17038,She eat half of it that night.,0
17039,She eat half of it that night.,0
17040,She eat half of it that night.,0
17041,Jerry had shut down a tree in his yard but he still had a stump.,0
17042,Jerry had shut down a tree in his yard but he still had a stump.,0
17043,He tried chopping at it but it still stuck up too far.,0
17044,So then tried a chainsaw and it still wasn't ground level.,0
17045,So then tried a chainsaw and it still wasn't ground level.,0
17046,So then tried a chainsaw and it still wasn't ground level.,0
17047,Finally he found a stump grinding company and it was gone forever.,3
17048,Finally he found a stump grinding company and it was gone forever.,2
17049,Finally he found a stump grinding company and it was gone forever.,3
17050,Jerry will not waste time removing stumps from now on.,2
17051,Jerry will not waste time removing stumps from now on.,2
17052,Jerry will not waste time removing stumps from now on.,0
17053,John is feeling a little hungry.,0
17054,John is feeling a little hungry.,0
17055,John is feeling a little hungry.,0
17056,He decides to snack on some peanuts.,2
17057,He decides to snack on some peanuts.,0
17058,He decides to snack on some peanuts.,2
17059,He eats a handful of peanuts.,2
17060,He eats a handful of peanuts.,3
17061,He eats a handful of peanuts.,3
17062,He is glad that he ate some peanuts.,3
17063,He is glad that he ate some peanuts.,0
17064,He is glad that he ate some peanuts.,3
17065,He feels much less hungry afterwards.,2
17066,He feels much less hungry afterwards.,3
17067,He feels much less hungry afterwards.,3
17068,Ella planned a party for her birthday.,3
17069,Ella planned a party for her birthday.,3
17070,Ella planned a party for her birthday.,3
17071,"It was outside at the park, but there was a covered picnic shelter.",2
17072,"It was outside at the park, but there was a covered picnic shelter.",3
17073,"It was outside at the park, but there was a covered picnic shelter.",3
17074,"Sadly, it rained on party day!",0
17075,"Sadly, it rained on party day!",0
17076,"Sadly, it rained on party day!",0
17077,Ella and her friends still managed to have fun.,3
17078,Ella and her friends still managed to have fun.,3
17079,Ella and her friends still managed to have fun.,2
17080,Ella and her friends still managed to have fun.,3
17081,Ella and her friends still managed to have fun.,3
17082,They just had to eat and chat under the shelter!,0
17083,They just had to eat and chat under the shelter!,3
17084,They just had to eat and chat under the shelter!,3
17085,They just had to eat and chat under the shelter!,3
17086,She could see the traffic was barely moving.,0
17087,She could see the traffic was barely moving.,0
17088,She could see the traffic was barely moving.,0
17089,And as she approached the on-ramp signal stood red.,0
17090,And as she approached the on-ramp signal stood red.,0
17091,And as she approached the on-ramp signal stood red.,0
17092,Gina sat at the red light for 2 minutes before getting a green one.,0
17093,Gina sat at the red light for 2 minutes before getting a green one.,0
17094,Gina sat at the red light for 2 minutes before getting a green one.,0
17095,Finally she was able to get on the highway to drive home.,2
17096,Finally she was able to get on the highway to drive home.,3
17097,Finally she was able to get on the highway to drive home.,2
17098,Diesel was an Aussie puppy that was now 6 months old.,3
17099,Diesel was an Aussie puppy that was now 6 months old.,3
17100,His owners drove him to the park.,3
17101,His owners drove him to the park.,3
17102,He played with other dogs and ran around.,3
17103,He played with other dogs and ran around.,3
17104,He played with other dogs and ran around.,3
17105,He played with other dogs and ran around.,3
17106,He played with other dogs and ran around.,3
17107,He played with other dogs and ran around.,3
17108,Diesel had fun at the doggy park and knows he will go again.,3
17109,Diesel had fun at the doggy park and knows he will go again.,3
17110,Diesel had fun at the doggy park and knows he will go again.,3
17111,Amy woke up on the couch.,2
17112,Amy woke up on the couch.,0
17113,Amy woke up on the couch.,2
17114,She had fallen asleep watching TV after eating dinner.,0
17115,She had fallen asleep watching TV after eating dinner.,0
17116,She had fallen asleep watching TV after eating dinner.,0
17117,Her mother stood over her scowling.,0
17118,Her mother stood over her scowling.,0
17119,Her mother stood over her scowling.,0
17120,Amy meant to clean the mess up before she fell asleep.,0
17121,Amy meant to clean the mess up before she fell asleep.,0
17122,Amy meant to clean the mess up before she fell asleep.,0
17123,Her plan had fallen apart.,0
17124,Her plan had fallen apart.,0
17125,Her plan had fallen apart.,0
17126,She decided to make cornbread.,2
17127,She decided to make cornbread.,3
17128,She decided to make cornbread.,0
17129,"As she was baking it, she got distracted.",0
17130,"As she was baking it, she got distracted.",0
17131,Sue started to smell something burning.,0
17132,She had burned her cornbread.,0
17133,She had burned her cornbread.,0
17134,"While waitressing, Bree spilled a drink on her customer.",0
17135,"While waitressing, Bree spilled a drink on her customer.",0
17136,"While waitressing, Bree spilled a drink on her customer.",0
17137,"While waitressing, Bree spilled a drink on her customer.",0
17138,"While waitressing, Bree spilled a drink on her customer.",0
17139,"While waitressing, Bree spilled a drink on her customer.",0
17140,She was so upset!,0
17141,She was so upset!,0
17142,She was so upset!,0
17143,She was so upset!,0
17144,She was so upset!,0
17145,She thought he would be angry with her.,0
17146,She thought he would be angry with her.,0
17147,She thought he would be angry with her.,0
17148,She thought he would be angry with her.,0
17149,She thought he would be angry with her.,0
17150,"But thankfully, he laughed it off and said it was okay.",2
17151,"But thankfully, he laughed it off and said it was okay.",0
17152,"But thankfully, he laughed it off and said it was okay.",2
17153,"But thankfully, he laughed it off and said it was okay.",0
17154,"But thankfully, he laughed it off and said it was okay.",2
17155,"But thankfully, he laughed it off and said it was okay.",2
17156,He even left Bree a nice tip when he left!,2
17157,He even left Bree a nice tip when he left!,0
17158,He even left Bree a nice tip when he left!,3
17159,He even left Bree a nice tip when he left!,3
17160,He even left Bree a nice tip when he left!,3
17161,He even left Bree a nice tip when he left!,3
17162,Lindsay decided she needed to make a life change and lose weight.,0
17163,Lindsay decided she needed to make a life change and lose weight.,2
17164,Lindsay decided she needed to make a life change and lose weight.,2
17165,She read up on healthy ways to do it.,2
17166,She read up on healthy ways to do it.,2
17167,She read up on healthy ways to do it.,0
17168,For 9 months Lindsay ate better and exercised more.,3
17169,For 9 months Lindsay ate better and exercised more.,3
17170,For 9 months Lindsay ate better and exercised more.,3
17171,She ended up losing 65 pounds overall by the end of the year.,3
17172,She ended up losing 65 pounds overall by the end of the year.,3
17173,She ended up losing 65 pounds overall by the end of the year.,3
17174,Lindsay is much healthier and can now run races again.,3
17175,Lindsay is much healthier and can now run races again.,3
17176,Lindsay is much healthier and can now run races again.,3
17177,I had always wanted to play an instrument.,2
17178,I had always wanted to play an instrument.,2
17179,I had always wanted to play an instrument.,2
17180,I was able to play a few tunes.,2
17181,I was able to play a few tunes.,0
17182,I soon forgot about the ocarina in 1975.,0
17183,I soon forgot about the ocarina in 1975.,0
17184,Years later my son picked it up and taught himself how to play.,2
17185,Years later my son picked it up and taught himself how to play.,3
17186,Years later my son picked it up and taught himself how to play.,3
17187,Years later my son picked it up and taught himself how to play.,3
17188,Years later my son picked it up and taught himself how to play.,3
17189,Years later my son picked it up and taught himself how to play.,2
17190,Daphne refused to sleep with men without being married.,3
17191,Daphne refused to sleep with men without being married.,0
17192,Daphne refused to sleep with men without being married.,3
17193,"Every time she had a new boyfriend, he'd dump her for that reason.",0
17194,"Every time she had a new boyfriend, he'd dump her for that reason.",0
17195,"Every time she had a new boyfriend, he'd dump her for that reason.",0
17196,"Every time she had a new boyfriend, he'd dump her for that reason.",0
17197,"Every time she had a new boyfriend, he'd dump her for that reason.",0
17198,"Every time she had a new boyfriend, he'd dump her for that reason.",0
17199,"Every time she had a new boyfriend, he'd dump her for that reason.",0
17200,"Every time she had a new boyfriend, he'd dump her for that reason.",0
17201,"Every time she had a new boyfriend, he'd dump her for that reason.",0
17202,She was thinking she'd never find love the way she wanted.,0
17203,She was thinking she'd never find love the way she wanted.,0
17204,She was thinking she'd never find love the way she wanted.,0
17205,"But one day, she found a man with the same values.",3
17206,"But one day, she found a man with the same values.",3
17207,"But one day, she found a man with the same values.",3
17208,"But one day, she found a man with the same values.",3
17209,They married and only then did they share physical intimacy.,3
17210,They married and only then did they share physical intimacy.,3
17211,They married and only then did they share physical intimacy.,0
17212,They married and only then did they share physical intimacy.,3
17213,They married and only then did they share physical intimacy.,3
17214,They married and only then did they share physical intimacy.,3
17215,The entrepreneurs had an idea.,3
17216,The entrepreneurs had an idea.,2
17217,The entrepreneurs had an idea.,2
17218,The decided to raise money through an internet campaign.,3
17219,The decided to raise money through an internet campaign.,2
17220,The decided to raise money through an internet campaign.,3
17221,They showed people how great their idea was.,3
17222,They showed people how great their idea was.,2
17223,They showed people how great their idea was.,0
17224,They showed people how great their idea was.,2
17225,They showed people how great their idea was.,2
17226,The people were all eager to contribute.,3
17227,The people were all eager to contribute.,3
17228,The people were all eager to contribute.,3
17229,The people were all eager to contribute.,2
17230,The people were all eager to contribute.,2
17231,"Soon, the entrepreneurs had enough money to fund their project!",3
17232,"Soon, the entrepreneurs had enough money to fund their project!",3
17233,"Soon, the entrepreneurs had enough money to fund their project!",3
17234,The bunny ate berries and fruit.,3
17235,The bunny ate berries and fruit.,2
17236,The bunny ate berries and fruit.,3
17237,The bunny slept by the lake.,2
17238,The bunny slept by the lake.,0
17239,The bunny slept by the lake.,0
17240,The bunny was very lonely.,0
17241,The bunny was very lonely.,0
17242,So it found it's family and they stayed together always!,3
17243,So it found it's family and they stayed together always!,3
17244,So it found it's family and they stayed together always!,3
17245,So it found it's family and they stayed together always!,3
17246,So it found it's family and they stayed together always!,3
17247,So it found it's family and they stayed together always!,3
17248,My brother was set to graduate college so we all went to visit.,2
17249,My brother was set to graduate college so we all went to visit.,3
17250,My brother was set to graduate college so we all went to visit.,2
17251,The road trip was very long but definitely worth it.,3
17252,The road trip was very long but definitely worth it.,3
17253,The road trip was very long but definitely worth it.,3
17254,He asked how our trip was and we said it was fine.,3
17255,He asked how our trip was and we said it was fine.,2
17256,The next day we all met up at the stadium where it was being held.,3
17257,The next day we all met up at the stadium where it was being held.,3
17258,We got lots of pictures of him graduating.,3
17259,We got lots of pictures of him graduating.,3
17260,We got lots of pictures of him graduating.,3
17261,Tim was at the mall.,2
17262,Tim was at the mall.,0
17263,Tim was at the mall.,0
17264,And he wanted to go to a restaurant nearby.,0
17265,And he wanted to go to a restaurant nearby.,3
17266,And he wanted to go to a restaurant nearby.,0
17267,But it was a 20 minute walk.,0
17268,But it was a 20 minute walk.,0
17269,But it was a 20 minute walk.,0
17270,So it didn't think it was worth it.,0
17271,So it didn't think it was worth it.,0
17272,"But when he got home, he wished he went to the restaurant.",0
17273,"But when he got home, he wished he went to the restaurant.",0
17274,"But when he got home, he wished he went to the restaurant.",0
17275,She had played with many famous violinists throughout her career.,3
17276,She had played with many famous violinists throughout her career.,3
17277,She had played with many famous violinists throughout her career.,3
17278,"After a particularly great show, she was approached about a new job.",3
17279,"After a particularly great show, she was approached about a new job.",3
17280,"After a particularly great show, she was approached about a new job.",3
17281,The job would mean more pay and a new location.,3
17282,The job would mean more pay and a new location.,3
17283,Anna was excited to find out that her new job would be in Australia.,3
17284,Anna was excited to find out that her new job would be in Australia.,3
17285,Anna was excited to find out that her new job would be in Australia.,2
17286,"Although Jimmy didn't know how to play, Scott handed him the ball.",0
17287,"Although Jimmy didn't know how to play, Scott handed him the ball.",2
17288,"Although Jimmy didn't know how to play, Scott handed him the ball.",0
17289,"Although Jimmy didn't know how to play, Scott handed him the ball.",2
17290,"Although Jimmy didn't know how to play, Scott handed him the ball.",0
17291,"Although Jimmy didn't know how to play, Scott handed him the ball.",0
17292,Scott told him to throw the ball to a teammate that's open.,2
17293,Scott told him to throw the ball to a teammate that's open.,0
17294,Scott told him to throw the ball to a teammate that's open.,2
17295,Scott told him to throw the ball to a teammate that's open.,3
17296,"When the game started, the opponents ran towards him.",0
17297,"When the game started, the opponents ran towards him.",0
17298,"When the game started, the opponents ran towards him.",0
17299,"When the game started, the opponents ran towards him.",2
17300,"When the game started, the opponents ran towards him.",0
17301,Jimmy freaked out and ran on the opposite side of the field.,0
17302,Jimmy freaked out and ran on the opposite side of the field.,0
17303,Jimmy freaked out and ran on the opposite side of the field.,0
17304,He ended up running towards the streets.,0
17305,He ended up running towards the streets.,2
17306,He ended up running towards the streets.,0
17307,I bumped my elbow on the table.,0
17308,I bumped my elbow on the table.,0
17309,I bumped my elbow on the table.,0
17310,It hurt so much I let out a howl.,3
17311,It hurt so much I let out a howl.,0
17312,It hurt so much I let out a howl.,0
17313,My daughter was staring at me and my son was laughing.,0
17314,My daughter was staring at me and my son was laughing.,0
17315,My daughter was staring at me and my son was laughing.,0
17316,My daughter was staring at me and my son was laughing.,3
17317,My daughter was staring at me and my son was laughing.,3
17318,My daughter was staring at me and my son was laughing.,3
17319,I made some stupid joke to mask the residual pain.,0
17320,I made some stupid joke to mask the residual pain.,0
17321,I made some stupid joke to mask the residual pain.,0
17322,I made some stupid joke to mask the residual pain.,3
17323,I made some stupid joke to mask the residual pain.,3
17324,I made some stupid joke to mask the residual pain.,3
17325,Then I started to say grace.,0
17326,Then I started to say grace.,3
17327,Then I started to say grace.,0
17328,Then I started to say grace.,3
17329,Then I started to say grace.,3
17330,Then I started to say grace.,3
17331,Von never seemed to figure out where his pickle juice went.,0
17332,Von never seemed to figure out where his pickle juice went.,0
17333,Von never seemed to figure out where his pickle juice went.,0
17334,FOr months and months he wondered where it all went.,2
17335,FOr months and months he wondered where it all went.,0
17336,FOr months and months he wondered where it all went.,0
17337,He finally had enough and planted several cameras near his fridge.,3
17338,He finally had enough and planted several cameras near his fridge.,0
17339,It turned out to be his roommate taking all his pickle juice.,0
17340,It turned out to be his roommate taking all his pickle juice.,0
17341,It turned out to be his roommate taking all his pickle juice.,0
17342,"He claimed it was for flavor to flick onto his sandwiches, it was odd.",0
17343,"He claimed it was for flavor to flick onto his sandwiches, it was odd.",0
17344,"He claimed it was for flavor to flick onto his sandwiches, it was odd.",0
17345,He realized that he lost his claim ticket when the clerk asked for it.,0
17346,He realized that he lost his claim ticket when the clerk asked for it.,0
17347,He realized that he lost his claim ticket when the clerk asked for it.,0
17348,Jerry lept over the counter and ran towards his suit.,0
17349,Jerry lept over the counter and ran towards his suit.,0
17350,Jerry lept over the counter and ran towards his suit.,0
17351,Jerry lept over the counter and ran towards his suit.,0
17352,Jerry lept over the counter and ran towards his suit.,0
17353,Jerry lept over the counter and ran towards his suit.,2
17354,The workers at the dry cleaners tried to tackle Jerry.,0
17355,The workers at the dry cleaners tried to tackle Jerry.,0
17356,The workers at the dry cleaners tried to tackle Jerry.,0
17357,The workers at the dry cleaners tried to tackle Jerry.,0
17358,The workers at the dry cleaners tried to tackle Jerry.,0
17359,The workers at the dry cleaners tried to tackle Jerry.,0
17360,Jerry was too quick for them and escaped with his suit.,0
17361,Jerry was too quick for them and escaped with his suit.,0
17362,Jerry was too quick for them and escaped with his suit.,0
17363,Jerry was too quick for them and escaped with his suit.,2
17364,Jerry was too quick for them and escaped with his suit.,2
17365,Jerry was too quick for them and escaped with his suit.,2
17366,At first I did not want to try this coffee beer.,0
17367,At first I did not want to try this coffee beer.,0
17368,At first I did not want to try this coffee beer.,0
17369,My friend convinced me to try it.,0
17370,Now it is one of my favorite beer flavors.,3
17371,Now it is one of my favorite beer flavors.,3
17372,He was in the basement when he heard it ring.,3
17373,He put down his work and ran up the stairs.,2
17374,He put down his work and ran up the stairs.,0
17375,He put down his work and ran up the stairs.,0
17376,By the time he got to the phone it stopped.,0
17377,By the time he got to the phone it stopped.,0
17378,By the time he got to the phone it stopped.,0
17379,Dave cursed loudly and punched the phone.,0
17380,Dave cursed loudly and punched the phone.,0
17381,Dave cursed loudly and punched the phone.,0
17382,Anne was a high school girl who needed some cash.,0
17383,Anne was a high school girl who needed some cash.,0
17384,Anne was a high school girl who needed some cash.,0
17385,Anne's parents couldn't help her with this because times were tight.,0
17386,Anne's parents couldn't help her with this because times were tight.,0
17387,Anne's parents couldn't help her with this because times were tight.,0
17388,Anne's parents couldn't help her with this because times were tight.,0
17389,Anne's parents couldn't help her with this because times were tight.,0
17390,Anne's parents couldn't help her with this because times were tight.,0
17391,Anne decided to get a part time job.,0
17392,Anne decided to get a part time job.,0
17393,Anne decided to get a part time job.,2
17394,Anne began working in a boutique at her local mall.,2
17395,Anne began working in a boutique at her local mall.,2
17396,Anne began working in a boutique at her local mall.,3
17397,Anne began working in a boutique at her local mall.,2
17398,Anne began working in a boutique at her local mall.,2
17399,Now Anne has the money she needs for the school ski trip.,3
17400,Now Anne has the money she needs for the school ski trip.,3
17401,Now Anne has the money she needs for the school ski trip.,3
17402,Lisa really loved to play baseball with her brothers.,3
17403,Lisa really loved to play baseball with her brothers.,3
17404,Lisa really loved to play baseball with her brothers.,3
17405,Lisa really loved to play baseball with her brothers.,3
17406,Lisa really loved to play baseball with her brothers.,3
17407,Lisa really loved to play baseball with her brothers.,2
17408,Her brothers all played baseball on little league teams.,3
17409,Her brothers all played baseball on little league teams.,2
17410,Her brothers all played baseball on little league teams.,3
17411,Her brothers all played baseball on little league teams.,0
17412,Her brothers all played baseball on little league teams.,2
17413,This league didn't allow girls to play on the teams.,0
17414,This league didn't allow girls to play on the teams.,0
17415,This league didn't allow girls to play on the teams.,0
17416,Lisa wrote the administrators of this league.,0
17417,Lisa wrote the administrators of this league.,0
17418,Lisa wrote the administrators of this league.,0
17419,Lisa wrote the administrators of this league.,0
17420,Lisa wrote the administrators of this league.,0
17421,Lisa wrote the administrators of this league.,0
17422,They approved her to be allowed to play with the boys.,0
17423,They approved her to be allowed to play with the boys.,0
17424,They approved her to be allowed to play with the boys.,2
17425,They approved her to be allowed to play with the boys.,3
17426,They approved her to be allowed to play with the boys.,3
17427,They approved her to be allowed to play with the boys.,3
17428,They approved her to be allowed to play with the boys.,3
17429,They approved her to be allowed to play with the boys.,3
17430,They approved her to be allowed to play with the boys.,2
17431,The scientists were helping the students learn.,0
17432,The scientists were helping the students learn.,2
17433,The scientists were helping the students learn.,3
17434,The scientists were helping the students learn.,2
17435,The scientists were helping the students learn.,3
17436,The scientists were helping the students learn.,2
17437,They were teaching them about experiments.,2
17438,They were teaching them about experiments.,2
17439,They were teaching them about experiments.,0
17440,They were teaching them about experiments.,3
17441,They were teaching them about experiments.,2
17442,The budding scientists liked seeing the reaction.,2
17443,The budding scientists liked seeing the reaction.,3
17444,The budding scientists liked seeing the reaction.,2
17445,The budding scientists liked seeing the reaction.,3
17446,The budding scientists liked seeing the reaction.,3
17447,The budding scientists liked seeing the reaction.,3
17448,They were all inspired to learn more about science.,2
17449,They were all inspired to learn more about science.,3
17450,They were all inspired to learn more about science.,3
17451,They were all inspired to learn more about science.,3
17452,They were all inspired to learn more about science.,2
17453,They were all inspired to learn more about science.,2
17454,Dan recently decided to take his house off the grid.,2
17455,Dan recently decided to take his house off the grid.,3
17456,Dan recently decided to take his house off the grid.,3
17457,"Dan had researched solar power, and wanted panels for his home.",2
17458,"Dan had researched solar power, and wanted panels for his home.",0
17459,"Dan had researched solar power, and wanted panels for his home.",2
17460,Dan found a local contractor that would install the panels for him.,0
17461,Dan found a local contractor that would install the panels for him.,3
17462,Dan found a local contractor that would install the panels for him.,2
17463,"After installation, Dan realized his house was using only solar power.",3
17464,"After installation, Dan realized his house was using only solar power.",3
17465,"After installation, Dan realized his house was using only solar power.",2
17466,Dan was pleased with his decision to get solar panels on his home.,2
17467,Dan was pleased with his decision to get solar panels on his home.,3
17468,Dan was pleased with his decision to get solar panels on his home.,3
17469,My sister in law broke her ankle one year.,0
17470,My sister in law broke her ankle one year.,0
17471,My sister in law broke her ankle one year.,0
17472,She had a bipolar husband.,0
17473,She had a bipolar husband.,0
17474,She had a bipolar husband.,0
17475,One day her husband got into a fight with her son.,0
17476,One day her husband got into a fight with her son.,0
17477,One day her husband got into a fight with her son.,0
17478,One day her husband got into a fight with her son.,0
17479,One day her husband got into a fight with her son.,0
17480,One day her husband got into a fight with her son.,0
17481,She tried to break up the fight and they fell on her.,0
17482,She tried to break up the fight and they fell on her.,0
17483,She tried to break up the fight and they fell on her.,0
17484,She tried to break up the fight and they fell on her.,0
17485,She tried to break up the fight and they fell on her.,0
17486,She tried to break up the fight and they fell on her.,0
17487,She ended up divorcing her husband.,0
17488,She ended up divorcing her husband.,0
17489,She ended up divorcing her husband.,0
